Date,TempMax,TempMin,TempMean,Precipitation,PrecipHours,WindSpeed,SunshineDuration
1991-05-06,73.3,40.2,59.8,0,0,10.2,35095.84
1991-05-07,72.6,50.9,62.3,0,0,10.2,46816
1991-05-08,83.6,46,68.6,0,0,19.5,46425.77
1991-05-09,82,60,71.7,0,0,27.8,44396.52
1991-05-10,74.9,54.5,65.2,0.004,1,24.8,42513.49
1991-05-11,66.2,44.6,56.6,0,0,20.1,41912.58
1991-05-12,67.8,40.6,56,0,0,12.2,47676.83
1991-05-13,81.5,39.7,63.9,0,0,15.3,47753.6
1991-05-14,74,52.3,63.4,0,0,23.4,43040.23
1991-05-15,65.8,43.9,55.3,0.008,1,12.6,43209.21
1991-05-16,70.7,47.5,59.4,0,0,7.8,47835.08
1991-05-17,79.8,45.9,66.4,0,0,22.3,48252.46
1991-05-18,82.6,54.6,70.3,0,0,28.8,48347.64
1991-05-19,84.8,50.8,70.4,0,0,19.3,48440.6
1991-05-20,84.1,51.5,70.3,0,0,17.5,48531.24
1991-05-21,77.9,56.2,66.9,0.047,2,11.9,42318.16
1991-05-22,75.8,49.7,64.7,0,0,13.1,48634.59
1991-05-23,72.8,55,64.3,0,0,9.9,48554.54
1991-05-24,77.6,53.1,66,0,0,7.7,48707.98
1991-05-25,83.3,51.2,69.6,0.012,1,13.7,45694.55
1991-05-26,85,52.6,71.8,0,0,22.5,48774.04
1991-05-27,82,55.9,70.9,0,0,23.7,48804.3
1991-05-28,77.4,55.4,67.1,0,0,12.3,48837.02
1991-05-29,81.5,53.4,69.3,0,0,17.4,48859.43
1991-05-30,79.2,61.1,69.4,0.004,1,22.4,37755.46
1991-05-31,72.3,52.3,63.3,0.083,9,17.6,45307.47
1991-06-01,63.1,50.7,57,0.24,10,7,47401.58
1991-06-02,67.2,50.9,59.1,0,0,8.4,41258.03
1991-06-03,69.3,51,60.2,0.028,3,6.5,35886.71
1991-06-04,81.3,49,67.2,0.012,2,13.9,48982.91
1991-06-05,84.8,53.1,70.6,0.024,3,15.5,45217.34
1991-06-06,81.9,53.4,70.2,0,0,11,49111.16
1991-06-07,86.5,52.2,72.2,0,0,10.5,49188.61
1991-06-08,89.4,56.9,75.6,0,0,12.1,49268.82
1991-06-09,88.3,61.3,76.2,0,0,14.2,49211.62
1991-06-10,86.7,59.5,75.5,0,0,6.4,49076.26
1991-06-11,88.1,57.8,75.8,0,0,9,49051.75
1991-06-12,89.9,59,77,0,0,10,49231.7
1991-06-13,88.4,60.8,75.9,0.051,4,17.9,49057.38
1991-06-14,86.2,60.8,74.7,0,0,17.4,49157.36
1991-06-15,85.4,59,74,0,0,9.3,49235.79
1991-06-16,89.7,58.2,76.5,0,0,16.4,49477.72
1991-06-17,91.6,62.1,79.4,0,0,14.1,49394.04
1991-06-18,94.9,60.8,81.4,0,0,14.7,45442.12
1991-06-19,94.5,68.5,82.2,0,0,21.2,43804.25
1991-06-20,88.5,58.6,76.4,0,0,11.8,49631.84
1991-06-21,90.5,54.3,76.1,0,0,14.5,49623.79
1991-06-22,87.9,59.2,75.7,0,0,14.2,49700.97
1991-06-23,90.2,52.9,75.5,0,0,14.5,49689.3
1991-06-24,92.4,56.1,77.3,0,0,18.2,49675.52
1991-06-25,89.6,59.7,77.4,0,0,20.6,48945.77
1991-06-26,86.3,63.5,76.6,0,0,20.7,43915.88
1991-06-27,90.7,55.5,76.5,0,0,23,45542.12
1991-06-28,90.9,64.8,79.6,0,0,17.4,49510.71
1991-06-29,82.5,66.8,73.5,0.272,8,16.8,45729.44
1991-06-30,82.1,64.1,73.6,0,0,8.7,49552.02
1991-07-01,87.3,61.8,75.3,0,0,6.6,49525.21
1991-07-02,93.1,64.5,80.1,0,0,6.6,49496.79
1991-07-03,92.8,66.3,81.3,0,0,8.4,49466.8
1991-07-04,93.8,64.4,82,0,0,7.3,49435.29
1991-07-05,98,62.9,84.3,0,0,9.2,49314.7
1991-07-06,99,64.9,86.8,0,0,9.8,49280.27
1991-07-07,94.1,73,86,0,0,11.1,44628.07
1991-07-08,92.1,72.9,81.9,0,0,15.4,45009.6
1991-07-09,89.3,67,79.9,0,0,13.6,48830.15
1991-07-10,89.5,66.1,78.7,0,0,13.3,48532.93
1991-07-11,89.4,66.5,78.7,0,0,11,48556.25
1991-07-12,92.6,67.5,80.2,0.024,1,10.7,48554.71
1991-07-13,92.3,61.9,80.3,0,0,4.3,48827.64
1991-07-14,93.8,64.7,82.2,0,0,5.1,48781.29
1991-07-15,95.3,68.2,83.9,0,0,10,48481.02
1991-07-16,95.1,67.1,83.9,0,0,11,48314.84
1991-07-17,94.5,68.3,81.7,0.012,2,14.5,48046.71
1991-07-18,90.9,66.8,80.8,0,0,12.3,47845.75
1991-07-19,91.1,68.9,81.2,0,0,10.6,45952.09
1991-07-20,79,70.6,74.6,0.035,4,10,26125.37
1991-07-21,84.5,62.3,74.2,0.008,1,9.6,47623.04
1991-07-22,90.2,64.3,78,0,0,9.6,47804.68
1991-07-23,90.1,61.8,78.7,0,0,7.6,47541.27
1991-07-24,87.1,65,77.7,0.039,4,12.2,47434.64
1991-07-25,86.4,62.4,75.8,0.035,2,9.3,47332.48
1991-07-26,87,62.9,76.3,0,0,16,46769.98
1991-07-27,90.5,61.2,78.1,0,0,7.7,47313.14
1991-07-28,95.5,62.5,81.9,0,0,8.1,47221.89
1991-07-29,95.3,64.2,82.9,0,0,8.5,47207.95
1991-07-30,94.7,66.2,83.3,0,0,9,47121.59
1991-07-31,93.4,68.6,83.4,0,0,9.8,46800
1991-08-01,91.9,71.7,82.1,0.012,1,11,46800
1991-08-02,90,69,80.5,0,0,12.7,46800
1991-08-03,84.5,70.3,77.5,0,0,7.3,40769.07
1991-08-04,87.6,63.3,76.5,0.008,1,15.9,46829.59
1991-08-05,88,62.3,76.3,0,0,7,46711.49
1991-08-06,81,63.7,73.5,0.063,4,9.4,46609.65
1991-08-07,89.1,59.9,76.3,0,0,9.3,46545.45
1991-08-08,90.8,60.3,78.1,0,0,5.7,46520.13
1991-08-09,92.4,62.7,80.2,0,0,8.6,46413.79
1991-08-10,92.5,63.5,80.2,0,0,7,46346.43
1991-08-11,90.2,64.1,78.1,0.02,2,7.3,34438.65
1991-08-12,84.1,66.4,75.6,0.016,2,9,46063.3
1991-08-13,88.6,65.9,78.1,0.004,1,8,46138.88
1991-08-14,92.9,63,80.5,0,0,11.3,43660.59
1991-08-15,91.4,68.8,80.5,0.016,1,14.1,45994.44
1991-08-16,91.1,63.8,78.9,0,0,10.1,45919.83
1991-08-17,93,66.4,80.9,0,0,8.4,45812.36
1991-08-18,82.1,69.3,76.1,0.008,1,11.4,29862.24
1991-08-19,86.9,62,75.9,0,0,10.5,45555.14
1991-08-20,90.9,62.6,77.8,0,0,13.6,44549.13
1991-08-21,93.9,62.7,80.9,0,0,7.4,45292.75
1991-08-22,94.3,66.9,81.9,0,0,6.8,41295.14
1991-08-23,91.7,63.7,79.3,0.02,1,9.2,40083.34
1991-08-24,91.3,61.9,79.3,0,0,8,43234.22
1991-08-25,91.6,64.2,80.4,0,0,5.8,44486.54
1991-08-26,91.1,67.2,79.9,0.024,1,9.2,42166.5
1991-08-27,86.9,67.5,75.4,0.134,4,14,37448.87
1991-08-28,84.2,64.5,74.6,0,0,8.1,44345.27
1991-08-29,88.2,57.9,75.5,0,0,5.3,44207.48
1991-08-30,92,62.6,79.1,0,0,4.6,44069.35
1991-08-31,88,61.4,76.7,0.024,3,10.7,43012.21
1991-09-01,86.6,62.8,75.2,0.024,2,15,42850.9
1991-09-02,86.6,63.7,75.8,0,0,8.9,43489.8
1991-09-03,91,62.2,77.8,0,0,6.7,43305.23
1991-09-04,88.4,60.8,77.2,0,0,8.7,42767.16
1991-09-05,81.7,63.1,72.6,0.071,6,6.8,37179.78
1991-09-06,72.9,62.6,67.3,0.701,21,3.9,33421.95
1991-09-07,69.6,59.5,64.5,0.378,21,13.6,40552.14
1991-09-08,72.4,56.1,64.3,0.071,5,9.6,41690.77
1991-09-09,80.3,54,66.9,0.008,1,14.5,41994.89
1991-09-10,76.8,59.2,67.1,0.055,6,15.5,41943.21
1991-09-11,73.7,55.7,64.3,0,0,9.2,41929.84
1991-09-12,71.3,51.8,61,0.071,4,5.6,41839.48
1991-09-13,68.6,51.5,60.7,0.055,3,9.9,41787.4
1991-09-14,78.7,48,63.1,0.004,1,16.9,41735.16
1991-09-15,67.7,50.6,59.7,0,0,6.6,41682.76
1991-09-16,71.8,48.5,60.9,0,0,3.8,41625.45
1991-09-17,77.9,45.7,64.3,0,0,6.1,41476.71
1991-09-18,78.7,54.2,66.6,0,0,7.4,41327.97
1991-09-19,78.6,49.6,66,0,0,4.5,41179.31
1991-09-20,80.9,49.8,66.7,0,0,7.6,41030.82
1991-09-21,84.5,51,68.9,0,0,9.2,40882.61
1991-09-22,78.5,58.8,68.7,0,0,5,40734.73
1991-09-23,80.5,48.8,66.2,0,0,9.4,40586.49
1991-09-24,78,52.8,67.1,0,0,7.3,40437.31
1991-09-25,82.3,56,69.7,0,0,3.6,40287.29
1991-09-26,85.5,51.3,69.9,0,0,7.7,40136.5
1991-09-27,83.9,51.8,69.6,0,0,4.8,39985.05
1991-09-28,80.9,54.4,68.2,0.016,2,11.3,38691.73
1991-09-29,77.5,52.6,66.5,0,0,7.3,39302.74
1991-09-30,75.8,57.8,66.7,0.004,1,8.2,39188.82
1991-10-01,78,51.2,66.1,0,0,7.3,39073.44
1991-10-02,79.4,57.5,68.7,0,0,7.5,38956.62
1991-10-03,81.3,59.3,69.5,0,0,14.9,38749.74
1991-10-04,69.2,53.8,61.7,0,0,6.5,38633.37
1991-10-05,71.2,48.9,60.9,0,0,4.1,38351.8
1991-10-06,75.4,44.5,61.7,0,0,3.4,38161.54
1991-10-07,80.8,44.2,64.1,0,0,5.9,37977.66
1991-10-08,80.9,47,66.3,0,0,6.7,37088.91
1991-10-09,79.5,56.7,67.4,0,0,5.9,37497.39
1991-10-10,80.3,51.9,67.1,0,0,5.1,37531.6
1991-10-11,80.4,53.8,67.3,0,0,4.7,37362.62
1991-10-12,79.8,47.7,65.6,0,0,8.3,36890.52
1991-10-13,79.4,59.6,68.1,0,0,12.2,36721.11
1991-10-14,73.6,54.2,63.7,0,0,5.4,36610.62
1991-10-15,77.2,55.1,65.8,0,0,2.9,36467.86
1991-10-16,82.3,43.3,64.4,0,0,9.7,36375.54
1991-10-17,81.1,49.6,67.2,0,0,9.1,36221.61
1991-10-18,75.7,60.3,67.2,0,0,10,36093.77
1991-10-19,71.7,53.5,62.5,0,0,5.7,36000
1991-10-20,69.9,51.2,60.5,0,0,6.2,36040.16
1991-10-21,72.7,44,59.5,0,0,11.5,35999.21
1991-10-22,72.2,47.6,60,0,0,15.9,35930.9
1991-10-23,65.1,48.8,57.1,0.043,3,20.4,35865.04
1991-10-24,55.3,38.5,47,0.173,10,9.5,35798.8
1991-10-25,58.7,39.3,48.9,0.028,4,12.7,35732.21
1991-10-26,63.2,37.9,51.2,0,0,17.1,35600.07
1991-10-27,52.1,37.4,47.8,0.37,13,14.2,666.66
1991-10-28,36.9,29.9,33.3,0.181,17,10.4,9342.13
1991-10-29,38.8,27.4,32.9,0.094,12,13.6,17064.69
1991-10-30,33.7,15.4,28.2,0.091,7,14.8,28098.16
1991-10-31,36.3,20.5,28.7,0,0,4.5,34880.36
1991-11-01,47,26.9,36.7,0,0,8,32837.98
1991-11-02,41.9,26.1,36.8,0,0,10.6,28941.22
1991-11-03,38.9,24.8,31.6,0,0,3.4,33389.17
1991-11-04,46.9,28.1,37,0,0,4.8,34328.36
1991-11-05,54.5,31.6,42.5,0,0,5.7,34191.53
1991-11-06,61.2,34.7,48.3,0,0,6,34055.35
1991-11-07,60,42,51.1,0,0,5,31933.68
1991-11-08,62.5,33.6,47.9,0,0,4.2,31757.2
1991-11-09,64.8,36.4,51.4,0,0,7.5,33652.1
1991-11-10,57,43.7,49.9,0.118,11,6.5,31039.83
1991-11-11,57.9,38.9,47.5,0.02,3,9.1,33389.29
1991-11-12,58.6,31.1,45.5,0,0,3.5,33260.19
1991-11-13,59.6,30.4,44.3,0,0,6.5,33132.85
1991-11-14,55.3,34.1,44.2,0.346,10,14,28784.38
1991-11-15,49.4,38,43.7,0.697,22,8.8,16095.59
1991-11-16,47.7,35.3,41,0.004,1,7.5,31993.93
1991-11-17,49.7,30.4,39,0.035,4,7.1,32644.7
1991-11-18,45.3,30.4,39,0.087,8,12.4,22503.21
1991-11-19,44.7,30,35.6,0,0,5.5,32415.97
1991-11-20,46.2,28.3,36.4,0,0,3.5,29183.87
1991-11-21,48.3,28.1,37.3,0,0,9.3,26799.39
1991-11-22,37.6,26,31,0,0,11.6,31869.23
1991-11-23,35.4,23.6,28.6,0,0,5.7,31912.13
1991-11-24,39.8,22.2,31.3,0,0,2.8,30710.87
1991-11-25,46.1,27.1,35.6,0,0,3.4,31194.8
1991-11-26,50.4,26.5,37.3,0,0,4.8,31152.06
1991-11-27,56,29,40.2,0,0,13.7,30662.79
1991-11-28,39.8,29.9,35.9,0.063,7,6.4,30500.26
1991-11-29,35.2,26.6,30.7,0,0,8.6,29367.02
1991-11-30,31.3,22.8,26.2,0,0,13,29836.86
1991-12-01,30.1,18.5,23.6,0,0,10,30657.87
1991-12-02,35,19,26.5,0,0,6.1,30461.02
1991-12-03,39.3,21.7,30.7,0,0,4.9,30616.29
1991-12-04,41.9,21.2,31.6,0,0,3.6,30539.3
1991-12-05,43.4,24.5,33.7,0,0,2.6,30473.05
1991-12-06,44,24.5,33.9,0,0,3.2,30465.7
1991-12-07,47,22.3,33.3,0,0,4.9,30416.52
1991-12-08,44.3,30.2,36.6,0,0,3,29177.02
1991-12-09,45.1,29,35.9,0,0,3,30411.83
1991-12-10,45.4,24,35,0.043,4,2.9,25988.49
1991-12-11,40.9,34,37.1,0.039,4,3.7,0
1991-12-12,40.7,28.9,33.5,0,0,6.5,30424.35
1991-12-13,42.1,25,32.7,0,0,7,30433.79
1991-12-14,42.3,22.2,31.5,0,0,2.8,30445.95
1991-12-15,42,22.1,31.4,0,0,3.1,30460.75
1991-12-16,40.8,22.6,31.6,0,0,3.1,30103.8
1991-12-17,40,26.7,32.4,0,0,2.7,28332.53
1991-12-18,38.5,26.7,32.1,0.146,8,2.6,16166.44
1991-12-19,38.3,31,34.1,0.146,12,3.5,22433.74
1991-12-20,41.9,24.1,31.6,0,0,4.3,30422.08
1991-12-21,38.7,21.4,29.8,0,0,3.6,29830.63
1991-12-22,40.3,27.1,32.7,0,0,4,30417.53
1991-12-23,39.6,20.5,28.9,0,0,3,30421.23
1991-12-24,39.6,19.5,29.3,0,0,2.9,30428.94
1991-12-25,38.5,20.6,28.9,0,0,2.7,30440.64
1991-12-26,39.8,19.2,28.9,0,0,2.7,30456.34
1991-12-27,38.8,18.2,28.2,0,0,3.4,30476.04
1991-12-28,36.3,18.2,27.2,0,0,3.6,30499.73
1991-12-29,36.3,26.2,30.4,0.094,9,4.3,19217.76
1991-12-30,33.9,23.6,29.1,0.189,14,4.3,251.28
1991-12-31,34.4,26.8,30.2,0.051,11,5.4,29668.11
1992-01-01,32.4,19.6,25.5,0,0,3.2,30634.74
1992-01-02,29.9,12.8,21.3,0,0,3.7,30679.37
1992-01-03,29.3,11.3,20.9,0.043,2,4.5,7735.67
1992-01-04,30.8,23.5,26.4,0.161,11,2.7,23848.72
1992-01-05,33.8,18.2,26.2,0,0,4.2,19762.36
1992-01-06,36.8,22.3,29.3,0.327,14,6.9,8720.58
1992-01-07,30.2,19.6,25.4,0.012,3,5.4,10465.79
1992-01-08,29,11.9,22.5,0,0,4.5,31034.07
1992-01-09,27.3,8.1,17,0,0,3.4,31106.38
1992-01-10,29,3.1,15.6,0,0,3.6,31182.07
1992-01-11,26.5,3.8,15.6,0,0,3.9,31261.04
1992-01-12,28.9,8.9,19.2,0,0,6.4,27538.17
1992-01-13,26.7,2.9,17.5,0,0,3.3,31428.16
1992-01-14,26.5,4.3,14.6,0,0,4.1,31516.05
1992-01-15,29,5.9,15.8,0,0,4.1,31606.65
1992-01-16,29,1.7,15.1,0,0,3.3,31699.81
1992-01-17,30.1,12.6,21.1,0,0,3.3,27617.46
1992-01-18,33.8,15.8,23.4,0,0,4.7,31893.31
1992-01-19,32.2,4.8,18.7,0,0,2.8,31993.38
1992-01-20,33.1,9.4,20.8,0,0,4.1,32095.5
1992-01-21,33.8,15.4,23.4,0,0,3.7,32200.3
1992-01-22,33.4,12.5,22.5,0,0,4.7,32308.52
1992-01-23,36.5,11.3,23.8,0,0,4,32386.39
1992-01-24,41.5,14.4,27.4,0,0,3.2,32400
1992-01-25,42.9,17.5,29.7,0,0,3.6,30382.06
1992-01-26,41.8,17.6,29.6,0,0,2.9,32400
1992-01-27,42.3,19.7,30.9,0,0,5.5,32405.02
1992-01-28,45,20.8,32,0,0,3.7,32400
1992-01-29,47.9,23.2,33.8,0,0,5.8,32443.3
1992-01-30,46.4,22.2,33.4,0,0,2.7,32496.04
1992-01-31,46.6,24.5,34.7,0,0,3.4,32561.51
1992-02-01,45.8,22.3,34.3,0,0,3.5,32501.85
1992-02-02,45.5,27.4,34.6,0,0,6.2,32642.37
1992-02-03,44.9,30.8,36.4,0,0,7.9,25715.69
1992-02-04,44.3,28,35.7,0,0,4.3,32818.74
1992-02-05,43.9,23,34,0,0,3.7,33018.37
1992-02-06,45,27,35.1,0,0,2.8,32433.5
1992-02-07,43.6,25.7,34.6,0,0,4.3,27191.3
1992-02-08,44.3,32.8,37.4,0.008,2,5.8,23761.37
1992-02-09,47.9,27.2,37.1,0,0,8.6,33073.71
1992-02-10,48.7,28,36.4,0.098,6,9.2,20455.19
1992-02-11,45.8,27.9,36.1,0.083,10,11.5,10407.8
1992-02-12,48,30.9,38.5,0.008,2,7.8,32571.7
1992-02-13,38.7,34.2,36.2,0.543,20,5.8,0
1992-02-14,43.2,31.6,37.2,0.012,3,5.8,28285.1
1992-02-15,46.8,27.6,36,0.031,5,11.5,33503.35
1992-02-16,40.4,29.6,34.3,0.228,14,17.2,10255.79
1992-02-17,40.3,27.2,33.1,0,0,9.4,35753.29
1992-02-18,41.8,21.8,31.9,0,0,3.2,35944.78
1992-02-19,46,21,33.2,0,0,3.6,36096.3
1992-02-20,51.5,25.6,38.1,0.028,4,4.6,31676.02
1992-02-21,50.8,30.6,40.2,0.024,3,5.6,36400.95
1992-02-22,47.7,28.9,38.9,0.051,3,7.4,33366.47
1992-02-23,46.3,28.9,37,0.008,1,12.8,36706.84
1992-02-24,46.9,27.1,36.8,0,0,4.9,36859.92
1992-02-25,48.7,29.8,38.2,0,0,13,37012.93
1992-02-26,50.5,29.3,39.7,0,0,5,37165.73
1992-02-27,55,32,43.5,0,0,3.2,37318.21
1992-02-28,56.7,28.5,43.7,0,0,3.4,37470.26
1992-02-29,59.4,28.8,44.2,0,0,4.5,37621.73
1992-03-01,60.7,33,45.2,0.024,2,5.7,33250.77
1992-03-02,59,31.3,44.5,0,0,8.1,36786.76
1992-03-03,52.3,35.4,42.6,0.256,8,7.2,24287.01
1992-03-04,50.1,35.3,42.5,0.154,8,10.4,23615.73
1992-03-05,53.9,39.2,45.7,0.067,5,10.7,31801.69
1992-03-06,55.3,28.9,43,0.004,1,9.4,36552.79
1992-03-07,57.7,30.3,43.6,0.016,2,6.3,38696
1992-03-08,48.5,36.4,41.2,0.272,12,10.3,27849.97
1992-03-09,46.7,30.6,38.4,0.087,6,11.1,35651.92
1992-03-10,48.8,25.1,37.5,0,0,5.4,39162.81
1992-03-11,54.2,33,42.4,0,0,6.3,39318.46
1992-03-12,57.4,34.1,46.1,0,0,4,39435.9
1992-03-13,60.1,31.3,46.8,0,0,3.7,39496.56
1992-03-14,62.9,31.7,48,0,0,8.4,39556.88
1992-03-15,64.2,33.6,48.9,0,0,10.3,39600
1992-03-16,62.4,32.6,48.4,0,0,14,39600
1992-03-17,56.9,37.5,46.1,0,0,15.7,39213.99
1992-03-18,51.7,33.5,42,0,0,12.8,39634.98
1992-03-19,52.3,34.4,43.4,0,0,11.7,39691.98
1992-03-20,59.5,29,45.3,0,0,6,38779.41
1992-03-21,57.8,34.5,45.5,0.028,4,13.1,39159.89
1992-03-22,54,35.8,44.5,0.083,11,5.1,39600.14
1992-03-23,53.5,33.1,43.5,0.039,8,10.5,39758.92
1992-03-24,55.5,32.7,43.8,0.012,2,9.1,40028.27
1992-03-25,58.5,31,45.6,0,0,5.6,38943.09
1992-03-26,63.9,35.6,50.1,0,0,13.6,40244.14
1992-03-27,56.9,39.8,47.9,0.283,13,8.7,13894.05
1992-03-28,52.6,38.9,45,0.339,13,8.1,23695.47
1992-03-29,57.4,32.3,45.8,0.008,1,3.7,41072.12
1992-03-30,57,35,46.3,0.059,7,4,37268.31
1992-03-31,59.7,37.1,48.9,0.055,7,7.8,41133.73
1992-04-01,56.6,41,47.4,0.138,9,6.6,29564.28
1992-04-02,62,37.9,50.1,0,0,12.8,42098.25
1992-04-03,65.3,36,52.5,0,0,8.6,42289.6
1992-04-04,67.4,35.7,52.7,0,0,7.7,42301.05
1992-04-05,66.3,38.9,52.9,0,0,12.5,42209.45
1992-04-06,68.9,39.8,54.4,0.004,1,15.1,42594.54
1992-04-07,66.9,40.5,54.8,0,0,10.6,42490.51
1992-04-08,70.1,40,57.4,0,0,9.5,43098.62
1992-04-09,73.8,41.8,60.3,0,0,11.9,42881.3
1992-04-10,75.2,47.2,62,0,0,14.1,42863.98
1992-04-11,75.6,51.7,64.2,0,0,9,42617.79
1992-04-12,79.8,43.4,63.5,0,0,15.5,43039.18
1992-04-13,79.1,44.3,62.8,0,0,15.4,41807.5
1992-04-14,74,49.1,62.6,0,0,9.1,44364.93
1992-04-15,68.9,49.4,58.5,0.039,4,9.4,43657.96
1992-04-16,67.4,42.1,56.4,0,0,11,43131.75
1992-04-17,75.1,43.4,61.9,0.004,1,18.2,41460.17
1992-04-18,57.8,44.8,50.6,0.051,5,18,43281.84
1992-04-19,60.7,39.1,50,0,0,11,44658.75
1992-04-20,64.5,41.6,53.1,0,0,7.5,45189.12
1992-04-21,70.7,37.9,57.2,0,0,14.3,43754.9
1992-04-22,70.4,47.8,59.5,0,0,15.6,43887.38
1992-04-23,66.8,48.6,57.7,0,0,12,45410.88
1992-04-24,70.9,45.9,58.7,0,0,5.5,44162.67
1992-04-25,74.9,44.5,62.1,0,0,5.5,45518.98
1992-04-26,79.8,45.1,65.5,0,0,6,45572.75
1992-04-27,84.9,47.7,69,0,0,11.6,45626.35
1992-04-28,84.9,59.6,73.2,0,0,9.4,45679.71
1992-04-29,87.2,54.9,73.8,0,0,12.5,43200
1992-04-30,86.6,57.3,73.7,0,0,20.7,45818.64
1992-05-01,82.6,55.5,70.3,0,0,19.1,45934.26
1992-05-02,76.6,53.3,65.5,0,0,8.5,45986.47
1992-05-03,80.4,51.3,67.8,0,0,6.8,45945.86
1992-05-04,81.5,49.1,68.3,0,0,4.9,46087.81
1992-05-05,81,51.5,68.7,0.02,1,5.3,46305.03
1992-05-06,79.4,53.2,68.5,0,0,10.1,44155.93
1992-05-07,75.6,53,66.7,0,0,5.2,42634.31
1992-05-08,78.3,54.8,67.1,0,0,10.5,41439.04
1992-05-09,70.3,48.9,59.3,0.417,9,13.3,42725.68
1992-05-10,63.4,43.8,53.9,0,0,9.5,46976.64
1992-05-11,76.8,41.6,61.5,0,0,12.4,47142.58
1992-05-12,78.9,50.4,66.8,0.004,1,9.3,45541.83
1992-05-13,80.7,48.9,67.2,0,0,12.4,47267.46
1992-05-14,81.2,53.3,69,0,0,9.1,47439.3
1992-05-15,83.9,49.9,69.7,0,0,14.2,47043.25
1992-05-16,82.5,59.6,72,0,0,10.3,47908.69
1992-05-17,85.7,53.3,71.8,0,0,9.4,47972.59
1992-05-18,87.2,54.1,72.8,0,0,12.1,48034.54
1992-05-19,84.3,55.3,69.5,0.083,6,15,40075.28
1992-05-20,70.4,55.7,61.4,0.142,6,7.6,24470.65
1992-05-21,67.4,53.2,58.8,0.106,8,11.5,41779.06
1992-05-22,71.5,48.1,60.6,0.035,2,6.4,45071.18
1992-05-23,72.5,53.7,63.6,0.008,1,6.9,39600
1992-05-24,70,55.7,62.1,0.051,4,5.8,41092.02
1992-05-25,76.4,52.3,64.7,0.079,2,9.9,46869.43
1992-05-26,76.7,53.6,63.5,0.22,5,14.1,37802.09
1992-05-27,72.8,53.8,62.9,0.031,2,16.2,46998.96
1992-05-28,72.2,53.4,63.4,0,0,5.6,47164.22
1992-05-29,74.5,55.2,64,0.039,1,13.1,46078.09
1992-05-30,74.9,48.7,63.1,0.004,1,9.6,48899.69
1992-05-31,78.8,48.9,64.1,0,0,17.9,48921.98
1992-06-01,73.5,49.4,63,0,0,9,48942.65
1992-06-02,81.5,49.1,68.6,0,0,5.3,48961.67
1992-06-03,85.2,62,74,0,0,8.3,43200
1992-06-04,89.1,63,76.2,0.02,2,14.2,48268.64
1992-06-05,83.7,60.3,72.7,0.016,1,15.3,47400.82
1992-06-06,83,52,70.3,0.004,1,11.1,48113.85
1992-06-07,84.6,57.3,72.1,0,0,15.7,48688.34
1992-06-08,81,58.8,70.7,0.008,1,14.1,47387.67
1992-06-09,81.8,57.3,70.9,0,0,7.8,49079.77
1992-06-10,85.9,55.5,73.4,0,0,8.2,49054.76
1992-06-11,86.9,60.3,75.3,0,0,6.4,48511.62
1992-06-12,89.3,56.3,75.4,0,0,16.1,49236.85
1992-06-13,83.5,60.4,73.5,0,0,15,48341.65
1992-06-14,84.8,56.6,71.9,0,0,23.8,48446.89
1992-06-15,74.9,50.4,64.1,0,0,11.6,49313.73
1992-06-16,72.7,54.2,64.2,0.008,1,17.9,49309.8
1992-06-17,79.5,56,68.5,0,0,6.7,49040.57
1992-06-18,91,51.9,74.9,0,0,10.3,49381.07
1992-06-19,92,54.7,77.1,0,0,10.5,49458.44
1992-06-20,92.5,55.6,78.1,0,0,8.1,49449.22
1992-06-21,92.2,60.7,80.4,0,0,6.8,49438.19
1992-06-22,92.9,58.7,80,0,0,8,49425.44
1992-06-23,93.7,67.7,83.1,0,0,15.1,49144.95
1992-06-24,90.7,65.8,79.5,0,0,14,47232.79
1992-06-25,89.7,61.9,78,0.004,1,16.9,46928.71
1992-06-26,83.7,62.7,73.9,0.028,1,11.5,48910.25
1992-06-27,84.8,63.2,74.5,0,0,12.2,48889.75
1992-06-28,91.3,64.9,79.5,0,0,8.8,49047.25
1992-06-29,92.4,63.1,80.9,0,0,20.5,49024.64
1992-06-30,87.2,70.7,79.7,0,0,22,49268.57
1992-07-01,81.9,61.2,71.6,0,0,21.6,48150.55
1992-07-02,76,53.2,66,0,0,9,49212.81
1992-07-03,89.3,53.3,74.4,0,0,7.2,46335.75
1992-07-04,93.6,63.7,81,0,0,17,47375.9
1992-07-05,97.4,68.6,84.8,0,0,14,48855.61
1992-07-06,96.5,70.6,85.4,0,0,15.4,48994.13
1992-07-07,87.3,70.3,78.5,0.012,2,14.8,25928.82
1992-07-08,81.9,63.2,73.2,0.024,3,9.5,26222.51
1992-07-09,88.9,65.3,78.6,0,0,9.2,48285.96
1992-07-10,91.3,65.9,78.6,0.02,1,13.6,42058.63
1992-07-11,86.6,63.3,74.3,0.091,4,14.9,46991.26
1992-07-12,83.6,63.2,72.8,0.008,1,14.2,47522.08
1992-07-13,80.8,61.6,71.3,0,0,9.8,48156.57
1992-07-14,86.6,58.4,74.5,0,0,8.4,48142.31
1992-07-15,88.9,62.7,76.5,0.016,1,13.3,44510.19
1992-07-16,88.4,61.6,76.4,0,0,14.3,47749.3
1992-07-17,91.5,63.4,79.6,0,0,7,47817.26
1992-07-18,92,65.7,80.9,0,0,8.6,46717.23
1992-07-19,90.2,63.3,79.2,0.016,2,11.1,47581.63
