ParkName,UnitCode,ParkType,Region,State,Year,Month,RecreationVisits,NonRecreationVisits,RecreationHours,NonRecreationHours,ConcessionerLodging,ConcessionerCamping,TentCampers,RVCampers,Backcountry,NonRecreationOvernightStays,MiscellaneousOvernightStays,ParkNameTotal,UnitCodeTotal,ParkTypeTotal,RegionTotal,StateTotal,YearTotal,RecreationVisitsTotal,NonRecreationVisitsTotal,RecreationHoursTotal,NonRecreationHoursTotal,ConcessionerLodgingTotal,ConcessionerCampingTotal,TentCampersTotal,RVCampersTotal,BackcountryTotal,NonRecreationOvernightStaysTotal,MiscellaneousOvernightStaysTotal
Arches NP,ARCH,National Park,Intermountain ,UT,2016,4,"151,112",0,"611,948",0,0,0,"3,172","2,157",199,0,"1,080",Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,5,"201,718",0,"771,336",0,0,0,"3,632","2,217",296,0,780,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,6,"211,706",0,"782,674",0,0,0,"3,356","1,520",123,0,"1,149",Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,7,"210,359",0,"742,619",0,0,0,"2,740","1,709",87,0,111,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,8,"188,340",0,"699,903",0,0,0,"2,946","2,273",84,0,317,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,9,"200,906",0,"750,232",0,0,0,"3,027","2,217",16,0,887,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,10,"146,250",0,"574,264",0,0,0,"2,808","2,150",0,0,688,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,11,"69,404",0,"311,656",0,0,0,"2,047","1,956",0,0,307,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2016,12,"33,290",0,"112,944",0,0,0,408,137,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2016,"1,585,718",0,"6,049,250",0,0,0,"28,046","18,658","1,174",0,"5,959"
Arches NP,ARCH,National Park,Intermountain ,UT,2017,1,"21,549",0,"75,475",0,0,0,338,113,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,2,"38,248",0,"149,247",0,0,0,886,552,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,3,"128,508",0,"385,669",0,0,0,0,0,6,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,4,"155,286",0,"466,003",0,0,0,0,0,6,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,5,"188,726",0,"566,777",0,0,0,0,0,25,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,6,"193,060",0,"579,253",0,0,0,0,0,3,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,7,"192,767",0,"578,374",0,0,0,0,0,3,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,8,"177,764",0,"533,461",0,0,0,0,0,7,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,9,"187,603",0,"563,025",0,0,0,0,0,9,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,10,"138,325",0,"415,096",0,0,0,0,0,5,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,11,"72,867",0,"218,600",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2017,12,"44,325",0,"141,697",0,0,0,202,161,1,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2017,"1,539,028",0,"4,672,677",0,0,0,"1,426",826,65,0,0
Arches NP,ARCH,National Park,Intermountain ,UT,2018,1,"31,810",0,"107,123",0,0,0,230,257,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,2,"40,325",0,"155,111",0,0,0,732,602,6,0,82,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,3,"134,951",0,"438,754",0,0,0,559,408,40,0,406,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,4,"167,156",0,"611,537",0,0,0,"1,631","2,219",40,0,696,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,5,"215,255",0,"757,596",0,0,0,"1,720","2,271",90,0,579,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,6,"214,443",0,"754,762",0,0,0,"2,562","1,631",32,0,418,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,7,"205,493",0,"728,454",0,0,0,"2,244","1,801",23,0,598,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,8,"183,840",0,"646,442",0,0,0,"2,060","1,431",47,0,417,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,9,"206,254",0,"683,816",0,0,0,"1,334","1,253",28,0,96,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,10,"147,996",0,"563,609",0,0,0,"2,618","2,165",33,0,168,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,11,"74,155",0,"322,920",0,0,0,"2,006","1,903",25,0,251,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2018,12,"41,879",0,"136,735",0,0,0,242,216,4,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2018,"1,663,557",0,"5,906,859",0,0,0,"17,938","16,157",368,0,"3,711"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,1,"21,499",0,"66,975",0,0,0,48,55,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,2,"30,239",0,"90,766",0,0,0,0,0,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,3,"132,191",0,"432,543",0,0,0,578,451,64,0,406,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,4,"168,788",0,"610,290",0,0,0,"1,612","2,130",46,0,542,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,5,"217,474",0,"763,628",0,0,0,"1,720","2,271",64,0,579,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,6,"225,206",0,"792,881",0,0,0,"2,754","1,828",59,0,245,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,7,"208,993",0,"753,288",0,0,0,"2,916","1,855",23,0,469,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,8,"184,890",0,"652,632",0,0,0,"2,025","1,704",47,0,306,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,9,"207,857",0,"729,850",0,0,0,"2,128","1,650",28,0,623,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,10,"149,764",0,"589,552",0,0,0,"2,340","2,371",45,0,"1,088",Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,11,"73,420",0,"297,890",0,0,0,"1,121","1,745",25,0,344,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2019,12,"39,381",0,"132,524",0,0,0,281,230,2,0,86,Arches NP,ARCH,National Park,Intermountain ,UT,2019,"1,659,702",0,"5,912,819",0,0,0,"17,523","16,290",405,0,"4,688"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,1,"28,462",0,"89,937",0,0,0,48,142,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,2,"42,416",0,"153,428",0,0,0,641,444,6,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,3,"81,623",0,"279,597",0,0,0,597,726,28,0,96,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,4,0,0,0,0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,5,"13,832",0,"41,496",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,6,"163,699",0,"491,098",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,7,"193,824",0,"630,813",0,0,0,"1,058",770,0,0,228,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,8,"164,539",0,"600,106",0,0,0,"2,068","1,874",0,0,495,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,9,"203,866",0,"752,195",0,0,0,"2,740","2,406",0,0,712,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,10,"177,864",0,"650,219",0,0,0,"1,896","2,294",0,0,669,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,11,"103,916",0,"398,570",0,0,0,"1,142","1,771",0,0,704,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2020,12,"64,042",0,"201,400",0,0,0,192,194,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2020,"1,238,083",0,"4,288,859",0,0,0,"10,382","10,621",34,0,"2,904"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,1,"48,725",0,"146,174",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,2,"53,986",0,"161,957",0,0,0,0,0,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,3,"151,077",0,"489,725",0,0,0,664,518,0,0,338,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,4,"193,914",0,"699,058",0,0,0,"1,863","2,465",38,0,522,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,5,"225,789",0,"762,232",0,0,0,"1,493","1,458",60,0,525,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,6,"238,499",0,"803,670",0,0,0,"1,636","1,461",56,0,521,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,7,"211,928",0,"718,285",0,0,0,"1,536","1,293",20,0,588,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,8,"167,686",0,"620,902",0,0,0,"2,279","1,779",33,0,819,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,9,"193,002",0,"690,157",0,0,0,"1,415","2,120",37,0,"1,060",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,10,"169,983",0,"618,457",0,0,0,"1,166","2,081",42,0,"1,232",Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,11,"98,362",0,"374,501",0,0,0,"1,159","1,661",26,0,463,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2021,12,"53,914",0,"187,126",0,0,0,535,458,0,0,64,Arches NP,ARCH,National Park,Intermountain ,UT,2021,"1,806,865",0,"6,272,244",0,0,0,"13,746","15,294",312,0,"6,132"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,1,"40,621",0,"144,789",0,0,0,430,526,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,2,"51,568",0,"168,389",0,0,0,257,302,11,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,3,"141,866",0,"463,840",0,0,0,645,575,36,0,337,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,4,"148,996",0,"616,374",0,0,0,"1,852","3,559",61,0,"1,586",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,5,"172,114",0,"633,420",0,0,0,"1,355","2,252",92,0,"1,179",Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,6,"171,859",0,"625,563",0,0,0,"1,966","1,844",11,0,762,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,7,"158,925",0,"597,413",0,0,0,"1,906","2,138",21,0,961,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,8,"142,790",0,"539,406",0,0,0,"1,696","2,314",14,0,603,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,9,"158,728",0,"590,489",0,0,0,"1,539","2,379",8,0,837,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,10,"146,986",0,"540,749",0,0,0,"1,332","1,956",11,0,859,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,11,"83,239",0,"349,432",0,0,0,"1,690","1,999",5,0,461,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2022,12,"42,960",0,"143,730",0,0,0,245,372,2,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2022,"1,460,652",0,"5,413,594",0,0,0,"14,913","20,216",272,0,"7,585"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,1,"31,427",0,"106,709",0,0,0,245,264,2,0,7,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,2,"41,264",0,"138,599",0,0,0,247,341,1,0,28,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,3,"132,502",0,"426,657",0,0,0,424,497,16,0,278,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,4,"151,232",0,"568,728",0,0,0,"1,512","2,349",27,0,905,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,5,"188,274",0,"690,000",0,0,0,"1,447","2,524",18,0,"1,226",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,6,"180,782",0,"715,594",0,0,0,"2,603","2,908",12,0,"1,696",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,7,"165,671",0,"603,369",0,0,0,"2,030","1,871",3,0,527,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,8,"144,080",0,"543,500",0,0,0,"1,947","2,068",7,0,614,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,9,"174,673",0,"645,617",0,0,0,"1,501","2,435",30,0,"1,100",Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,10,"140,260",0,"522,401",0,0,0,"1,222","2,110",42,0,861,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,11,"83,843",0,"336,140",0,0,0,"1,373","1,702",8,0,443,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2023,12,"48,037",0,"165,673",0,0,0,334,533,9,0,23,Arches NP,ARCH,National Park,Intermountain ,UT,2023,"1,482,045",0,"5,462,987",0,0,0,"14,885","19,602",175,0,"7,708"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,1,"28,088",2,"182,778",2,0,0,228,482,0,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,2,"51,510",48,"338,902",48,0,0,473,"1,003",1,0,0,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,3,"143,166",492,"905,924",492,0,0,654,751,36,0,989,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,4,"156,720",855,"1,051,783",855,0,0,"1,411","2,989",29,0,"1,101",Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,5,"195,379","1,209","1,283,085","1,209",0,0,"1,662","2,889",28,0,"1,036",Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,6,"180,563","1,104","1,173,154","1,104",0,0,"1,281","2,216",14,0,"1,030",Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,7,"156,052",636,"1,136,373",636,0,0,"3,588","4,596",6,0,"1,455",Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,8,"143,726",693,"989,693",693,0,0,"1,584","3,296",5,0,"1,355",Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,9,"148,366","1,356","976,340","1,356",0,0,"1,192","2,352",9,0,890,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,10,"135,716",790,"918,246",790,0,0,"1,562","2,877",8,0,739,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,11,"78,397",180,"515,807",180,0,0,677,"1,570",3,0,11,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"
Arches NP,ARCH,National Park,Intermountain ,UT,2024,12,"48,845",94,"310,226",94,0,0,276,598,1,0,4,Arches NP,ARCH,National Park,Intermountain ,UT,2024,"1,466,528","7,459","9,782,311","25,856",0,0,"14,588","25,619",140,0,"8,610"

